identity,vlan,cidr,network,prefix,gateway,pool,pool_start,pool_end,first_usable,last_usable,broadcast
EWT_611,1151,192.168.118.192/27,192.168.118.192,27,192.168.118.193,192.168.118.194-192.168.118.222,192.168.118.194,192.168.118.222,192.168.118.193,192.168.118.222,192.168.118.223
EWT_612,1152,192.168.118.224/27,192.168.118.224,27,192.168.118.225,192.168.118.226-192.168.118.254,192.168.118.226,192.168.118.254,192.168.118.225,192.168.118.254,192.168.118.255
EWT_614,1153,192.168.119.0/27,192.168.119.0,27,192.168.119.1,192.168.119.2-192.168.119.30,192.168.119.2,192.168.119.30,192.168.119.1,192.168.119.30,192.168.119.31
EWT_615,1154,192.168.119.32/27,192.168.119.32,27,192.168.119.33,192.168.119.34-192.168.119.62,192.168.119.34,192.168.119.62,192.168.119.33,192.168.119.62,192.168.119.63
EWT_616,1155,192.168.119.64/27,192.168.119.64,27,192.168.119.65,192.168.119.66-192.168.119.94,192.168.119.66,192.168.119.94,192.168.119.65,192.168.119.94,192.168.119.95
EWT_617,1156,192.168.119.96/27,192.168.119.96,27,192.168.119.97,192.168.119.98-192.168.119.126,192.168.119.98,192.168.119.126,192.168.119.97,192.168.119.126,192.168.119.127
EWT_619,1157,192.168.119.128/27,192.168.119.128,27,192.168.119.129,192.168.119.130-192.168.119.158,192.168.119.130,192.168.119.158,192.168.119.129,192.168.119.158,192.168.119.159
EWT_620,1158,192.168.119.160/27,192.168.119.160,27,192.168.119.161,192.168.119.162-192.168.119.190,192.168.119.162,192.168.119.190,192.168.119.161,192.168.119.190,192.168.119.191
EWT_621,1159,192.168.119.192/27,192.168.119.192,27,192.168.119.193,192.168.119.194-192.168.119.222,192.168.119.194,192.168.119.222,192.168.119.193,192.168.119.222,192.168.119.223
EWT_622,1160,192.168.119.224/27,192.168.119.224,27,192.168.119.225,192.168.119.226-192.168.119.254,192.168.119.226,192.168.119.254,192.168.119.225,192.168.119.254,192.168.119.255
EWT_623,1161,192.168.120.0/27,192.168.120.0,27,192.168.120.1,192.168.120.2-192.168.120.30,192.168.120.2,192.168.120.30,192.168.120.1,192.168.120.30,192.168.120.31
EWT_625,1162,192.168.120.32/27,192.168.120.32,27,192.168.120.33,192.168.120.34-192.168.120.62,192.168.120.34,192.168.120.62,192.168.120.33,192.168.120.62,192.168.120.63
EWT_626,1163,192.168.120.64/27,192.168.120.64,27,192.168.120.65,192.168.120.66-192.168.120.94,192.168.120.66,192.168.120.94,192.168.120.65,192.168.120.94,192.168.120.95
EWT_627,1164,192.168.120.96/27,192.168.120.96,27,192.168.120.97,192.168.120.98-192.168.120.126,192.168.120.98,192.168.120.126,192.168.120.97,192.168.120.126,192.168.120.127
EWT_628,1165,192.168.120.128/27,192.168.120.128,27,192.168.120.129,192.168.120.130-192.168.120.158,192.168.120.130,192.168.120.158,192.168.120.129,192.168.120.158,192.168.120.159
EWT_629,1166,192.168.120.160/27,192.168.120.160,27,192.168.120.161,192.168.120.162-192.168.120.190,192.168.120.162,192.168.120.190,192.168.120.161,192.168.120.190,192.168.120.191
EWT_630,1167,192.168.120.192/27,192.168.120.192,27,192.168.120.193,192.168.120.194-192.168.120.222,192.168.120.194,192.168.120.222,192.168.120.193,192.168.120.222,192.168.120.223
EWT_641,1168,192.168.120.224/27,192.168.120.224,27,192.168.120.225,192.168.120.226-192.168.120.254,192.168.120.226,192.168.120.254,192.168.120.225,192.168.120.254,192.168.120.255
EWT_642,1169,192.168.121.0/27,192.168.121.0,27,192.168.121.1,192.168.121.2-192.168.121.30,192.168.121.2,192.168.121.30,192.168.121.1,192.168.121.30,192.168.121.31
EWT_644,1170,192.168.121.32/27,192.168.121.32,27,192.168.121.33,192.168.121.34-192.168.121.62,192.168.121.34,192.168.121.62,192.168.121.33,192.168.121.62,192.168.121.63
EWT_648,1171,192.168.121.64/27,192.168.121.64,27,192.168.121.65,192.168.121.66-192.168.121.94,192.168.121.66,192.168.121.94,192.168.121.65,192.168.121.94,192.168.121.95
EWT_650,1172,192.168.121.96/27,192.168.121.96,27,192.168.121.97,192.168.121.98-192.168.121.126,192.168.121.98,192.168.121.126,192.168.121.97,192.168.121.126,192.168.121.127
EWT_651,1173,192.168.121.128/27,192.168.121.128,27,192.168.121.129,192.168.121.130-192.168.121.158,192.168.121.130,192.168.121.158,192.168.121.129,192.168.121.158,192.168.121.159
EWT_652,1174,192.168.121.160/27,192.168.121.160,27,192.168.121.161,192.168.121.162-192.168.121.190,192.168.121.162,192.168.121.190,192.168.121.161,192.168.121.190,192.168.121.191
EWT_653,1175,192.168.121.192/27,192.168.121.192,27,192.168.121.193,192.168.121.194-192.168.121.222,192.168.121.194,192.168.121.222,192.168.121.193,192.168.121.222,192.168.121.223
EWT_655,1176,192.168.121.224/27,192.168.121.224,27,192.168.121.225,192.168.121.226-192.168.121.254,192.168.121.226,192.168.121.254,192.168.121.225,192.168.121.254,192.168.121.255
EWT_656,1177,192.168.122.0/27,192.168.122.0,27,192.168.122.1,192.168.122.2-192.168.122.30,192.168.122.2,192.168.122.30,192.168.122.1,192.168.122.30,192.168.122.31
EWT_657,1178,192.168.122.32/27,192.168.122.32,27,192.168.122.33,192.168.122.34-192.168.122.62,192.168.122.34,192.168.122.62,192.168.122.33,192.168.122.62,192.168.122.63
EWT_663,1179,192.168.122.64/27,192.168.122.64,27,192.168.122.65,192.168.122.66-192.168.122.94,192.168.122.66,192.168.122.94,192.168.122.65,192.168.122.94,192.168.122.95
EWT_664,1180,192.168.122.96/27,192.168.122.96,27,192.168.122.97,192.168.122.98-192.168.122.126,192.168.122.98,192.168.122.126,192.168.122.97,192.168.122.126,192.168.122.127
EWT_665,1181,192.168.122.128/27,192.168.122.128,27,192.168.122.129,192.168.122.130-192.168.122.158,192.168.122.130,192.168.122.158,192.168.122.129,192.168.122.158,192.168.122.159
EWT_701,1182,192.168.122.160/27,192.168.122.160,27,192.168.122.161,192.168.122.162-192.168.122.190,192.168.122.162,192.168.122.190,192.168.122.161,192.168.122.190,192.168.122.191
EWT_703,1183,192.168.122.192/27,192.168.122.192,27,192.168.122.193,192.168.122.194-192.168.122.222,192.168.122.194,192.168.122.222,192.168.122.193,192.168.122.222,192.168.122.223
EWT_704,1184,192.168.122.224/27,192.168.122.224,27,192.168.122.225,192.168.122.226-192.168.122.254,192.168.122.226,192.168.122.254,192.168.122.225,192.168.122.254,192.168.122.255
EWT_705,1185,192.168.123.0/27,192.168.123.0,27,192.168.123.1,192.168.123.2-192.168.123.30,192.168.123.2,192.168.123.30,192.168.123.1,192.168.123.30,192.168.123.31
EWT_706,1186,192.168.123.32/27,192.168.123.32,27,192.168.123.33,192.168.123.34-192.168.123.62,192.168.123.34,192.168.123.62,192.168.123.33,192.168.123.62,192.168.123.63
EWT_707,1187,192.168.123.64/27,192.168.123.64,27,192.168.123.65,192.168.123.66-192.168.123.94,192.168.123.66,192.168.123.94,192.168.123.65,192.168.123.94,192.168.123.95
EWT_708,1188,192.168.123.96/27,192.168.123.96,27,192.168.123.97,192.168.123.98-192.168.123.126,192.168.123.98,192.168.123.126,192.168.123.97,192.168.123.126,192.168.123.127
EWT_709,1189,192.168.123.128/27,192.168.123.128,27,192.168.123.129,192.168.123.130-192.168.123.158,192.168.123.130,192.168.123.158,192.168.123.129,192.168.123.158,192.168.123.159
EWT_710,1190,192.168.123.160/27,192.168.123.160,27,192.168.123.161,192.168.123.162-192.168.123.190,192.168.123.162,192.168.123.190,192.168.123.161,192.168.123.190,192.168.123.191
EWT_711,1191,192.168.123.192/27,192.168.123.192,27,192.168.123.193,192.168.123.194-192.168.123.222,192.168.123.194,192.168.123.222,192.168.123.193,192.168.123.222,192.168.123.223
EWT_712,1192,192.168.123.224/27,192.168.123.224,27,192.168.123.225,192.168.123.226-192.168.123.254,192.168.123.226,192.168.123.254,192.168.123.225,192.168.123.254,192.168.123.255
EWT_714,1193,192.168.124.0/27,192.168.124.0,27,192.168.124.1,192.168.124.2-192.168.124.30,192.168.124.2,192.168.124.30,192.168.124.1,192.168.124.30,192.168.124.31
EWT_715,1194,192.168.124.32/27,192.168.124.32,27,192.168.124.33,192.168.124.34-192.168.124.62,192.168.124.34,192.168.124.62,192.168.124.33,192.168.124.62,192.168.124.63
EWT_716,1195,192.168.124.64/27,192.168.124.64,27,192.168.124.65,192.168.124.66-192.168.124.94,192.168.124.66,192.168.124.94,192.168.124.65,192.168.124.94,192.168.124.95
EWT_717,1196,192.168.124.96/27,192.168.124.96,27,192.168.124.97,192.168.124.98-192.168.124.126,192.168.124.98,192.168.124.126,192.168.124.97,192.168.124.126,192.168.124.127
EWT_719,1197,192.168.124.128/27,192.168.124.128,27,192.168.124.129,192.168.124.130-192.168.124.158,192.168.124.130,192.168.124.158,192.168.124.129,192.168.124.158,192.168.124.159
EWT_720,1198,192.168.124.160/27,192.168.124.160,27,192.168.124.161,192.168.124.162-192.168.124.190,192.168.124.162,192.168.124.190,192.168.124.161,192.168.124.190,192.168.124.191
EWT_721,1199,192.168.124.192/27,192.168.124.192,27,192.168.124.193,192.168.124.194-192.168.124.222,192.168.124.194,192.168.124.222,192.168.124.193,192.168.124.222,192.168.124.223
EWT_722,1200,192.168.124.224/27,192.168.124.224,27,192.168.124.225,192.168.124.226-192.168.124.254,192.168.124.226,192.168.124.254,192.168.124.225,192.168.124.254,192.168.124.255
EWT_723,1201,192.168.125.0/27,192.168.125.0,27,192.168.125.1,192.168.125.2-192.168.125.30,192.168.125.2,192.168.125.30,192.168.125.1,192.168.125.30,192.168.125.31
EWT_725,1202,192.168.125.32/27,192.168.125.32,27,192.168.125.33,192.168.125.34-192.168.125.62,192.168.125.34,192.168.125.62,192.168.125.33,192.168.125.62,192.168.125.63
EWT_726,1203,192.168.125.64/27,192.168.125.64,27,192.168.125.65,192.168.125.66-192.168.125.94,192.168.125.66,192.168.125.94,192.168.125.65,192.168.125.94,192.168.125.95
EWT_727,1204,192.168.125.96/27,192.168.125.96,27,192.168.125.97,192.168.125.98-192.168.125.126,192.168.125.98,192.168.125.126,192.168.125.97,192.168.125.126,192.168.125.127
EWT_728,1205,192.168.125.128/27,192.168.125.128,27,192.168.125.129,192.168.125.130-192.168.125.158,192.168.125.130,192.168.125.158,192.168.125.129,192.168.125.158,192.168.125.159
EWT_729,1206,192.168.125.160/27,192.168.125.160,27,192.168.125.161,192.168.125.162-192.168.125.190,192.168.125.162,192.168.125.190,192.168.125.161,192.168.125.190,192.168.125.191
EWT_730,1207,192.168.125.192/27,192.168.125.192,27,192.168.125.193,192.168.125.194-192.168.125.222,192.168.125.194,192.168.125.222,192.168.125.193,192.168.125.222,192.168.125.223
EWT_741,1208,192.168.125.224/27,192.168.125.224,27,192.168.125.225,192.168.125.226-192.168.125.254,192.168.125.226,192.168.125.254,192.168.125.225,192.168.125.254,192.168.125.255
EWT_742,1209,192.168.126.0/27,192.168.126.0,27,192.168.126.1,192.168.126.2-192.168.126.30,192.168.126.2,192.168.126.30,192.168.126.1,192.168.126.30,192.168.126.31
EWT_744,1210,192.168.126.32/27,192.168.126.32,27,192.168.126.33,192.168.126.34-192.168.126.62,192.168.126.34,192.168.126.62,192.168.126.33,192.168.126.62,192.168.126.63
EWT_748,1211,192.168.126.64/27,192.168.126.64,27,192.168.126.65,192.168.126.66-192.168.126.94,192.168.126.66,192.168.126.94,192.168.126.65,192.168.126.94,192.168.126.95
EWT_750,1212,192.168.126.96/27,192.168.126.96,27,192.168.126.97,192.168.126.98-192.168.126.126,192.168.126.98,192.168.126.126,192.168.126.97,192.168.126.126,192.168.126.127
EWT_751,1213,192.168.126.128/27,192.168.126.128,27,192.168.126.129,192.168.126.130-192.168.126.158,192.168.126.130,192.168.126.158,192.168.126.129,192.168.126.158,192.168.126.159
EWT_752,1214,192.168.126.160/27,192.168.126.160,27,192.168.126.161,192.168.126.162-192.168.126.190,192.168.126.162,192.168.126.190,192.168.126.161,192.168.126.190,192.168.126.191
EWT_753,1215,192.168.126.192/27,192.168.126.192,27,192.168.126.193,192.168.126.194-192.168.126.222,192.168.126.194,192.168.126.222,192.168.126.193,192.168.126.222,192.168.126.223
EWT_755,1216,192.168.126.224/27,192.168.126.224,27,192.168.126.225,192.168.126.226-192.168.126.254,192.168.126.226,192.168.126.254,192.168.126.225,192.168.126.254,192.168.126.255
EWT_756,1217,192.168.127.0/27,192.168.127.0,27,192.168.127.1,192.168.127.2-192.168.127.30,192.168.127.2,192.168.127.30,192.168.127.1,192.168.127.30,192.168.127.31
EWT_757,1218,192.168.127.32/27,192.168.127.32,27,192.168.127.33,192.168.127.34-192.168.127.62,192.168.127.34,192.168.127.62,192.168.127.33,192.168.127.62,192.168.127.63
EWT_763,1219,192.168.127.64/27,192.168.127.64,27,192.168.127.65,192.168.127.66-192.168.127.94,192.168.127.66,192.168.127.94,192.168.127.65,192.168.127.94,192.168.127.95
EWT_764,1220,192.168.127.96/27,192.168.127.96,27,192.168.127.97,192.168.127.98-192.168.127.126,192.168.127.98,192.168.127.126,192.168.127.97,192.168.127.126,192.168.127.127
EWT_765,1221,192.168.127.128/27,192.168.127.128,27,192.168.127.129,192.168.127.130-192.168.127.158,192.168.127.130,192.168.127.158,192.168.127.129,192.168.127.158,192.168.127.159
EWT_801,1222,192.168.127.160/27,192.168.127.160,27,192.168.127.161,192.168.127.162-192.168.127.190,192.168.127.162,192.168.127.190,192.168.127.161,192.168.127.190,192.168.127.191
EWT_802,1223,192.168.127.192/27,192.168.127.192,27,192.168.127.193,192.168.127.194-192.168.127.222,192.168.127.194,192.168.127.222,192.168.127.193,192.168.127.222,192.168.127.223
EWT_803,1224,192.168.127.224/27,192.168.127.224,27,192.168.127.225,192.168.127.226-192.168.127.254,192.168.127.226,192.168.127.254,192.168.127.225,192.168.127.254,192.168.127.255
EWT_804,1225,192.168.128.0/27,192.168.128.0,27,192.168.128.1,192.168.128.2-192.168.128.30,192.168.128.2,192.168.128.30,192.168.128.1,192.168.128.30,192.168.128.31
EWT_806,1226,192.168.128.32/27,192.168.128.32,27,192.168.128.33,192.168.128.34-192.168.128.62,192.168.128.34,192.168.128.62,192.168.128.33,192.168.128.62,192.168.128.63
EWT_807,1227,192.168.128.64/27,192.168.128.64,27,192.168.128.65,192.168.128.66-192.168.128.94,192.168.128.66,192.168.128.94,192.168.128.65,192.168.128.94,192.168.128.95
EWT_808,1228,192.168.128.96/27,192.168.128.96,27,192.168.128.97,192.168.128.98-192.168.128.126,192.168.128.98,192.168.128.126,192.168.128.97,192.168.128.126,192.168.128.127
EWT_809,1229,192.168.128.128/27,192.168.128.128,27,192.168.128.129,192.168.128.130-192.168.128.158,192.168.128.130,192.168.128.158,192.168.128.129,192.168.128.158,192.168.128.159
EWT_810,1230,192.168.128.160/27,192.168.128.160,27,192.168.128.161,192.168.128.162-192.168.128.190,192.168.128.162,192.168.128.190,192.168.128.161,192.168.128.190,192.168.128.191
EWT_811,1231,192.168.128.192/27,192.168.128.192,27,192.168.128.193,192.168.128.194-192.168.128.222,192.168.128.194,192.168.128.222,192.168.128.193,192.168.128.222,192.168.128.223
EWT_812,1232,192.168.128.224/27,192.168.128.224,27,192.168.128.225,192.168.128.226-192.168.128.254,192.168.128.226,192.168.128.254,192.168.128.225,192.168.128.254,192.168.128.255
EWT_813,1233,192.168.129.0/27,192.168.129.0,27,192.168.129.1,192.168.129.2-192.168.129.30,192.168.129.2,192.168.129.30,192.168.129.1,192.168.129.30,192.168.129.31
EWT_814,1234,192.168.129.32/27,192.168.129.32,27,192.168.129.33,192.168.129.34-192.168.129.62,192.168.129.34,192.168.129.62,192.168.129.33,192.168.129.62,192.168.129.63
EWT_815,1235,192.168.129.64/27,192.168.129.64,27,192.168.129.65,192.168.129.66-192.168.129.94,192.168.129.66,192.168.129.94,192.168.129.65,192.168.129.94,192.168.129.95
EWT_816,1236,192.168.129.96/27,192.168.129.96,27,192.168.129.97,192.168.129.98-192.168.129.126,192.168.129.98,192.168.129.126,192.168.129.97,192.168.129.126,192.168.129.127
EWT_817,1237,192.168.129.128/27,192.168.129.128,27,192.168.129.129,192.168.129.130-192.168.129.158,192.168.129.130,192.168.129.158,192.168.129.129,192.168.129.158,192.168.129.159
EWT_819,1238,192.168.129.160/27,192.168.129.160,27,192.168.129.161,192.168.129.162-192.168.129.190,192.168.129.162,192.168.129.190,192.168.129.161,192.168.129.190,192.168.129.191
EWT_820,1239,192.168.129.192/27,192.168.129.192,27,192.168.129.193,192.168.129.194-192.168.129.222,192.168.129.194,192.168.129.222,192.168.129.193,192.168.129.222,192.168.129.223
EWT_821,1240,192.168.129.224/27,192.168.129.224,27,192.168.129.225,192.168.129.226-192.168.129.254,192.168.129.226,192.168.129.254,192.168.129.225,192.168.129.254,192.168.129.255
EWT_822,1241,192.168.130.0/27,192.168.130.0,27,192.168.130.1,192.168.130.2-192.168.130.30,192.168.130.2,192.168.130.30,192.168.130.1,192.168.130.30,192.168.130.31
EWT_823,1242,192.168.130.32/27,192.168.130.32,27,192.168.130.33,192.168.130.34-192.168.130.62,192.168.130.34,192.168.130.62,192.168.130.33,192.168.130.62,192.168.130.63
EWT_825,1243,192.168.130.64/27,192.168.130.64,27,192.168.130.65,192.168.130.66-192.168.130.94,192.168.130.66,192.168.130.94,192.168.130.65,192.168.130.94,192.168.130.95
EWT_826,1244,192.168.130.96/27,192.168.130.96,27,192.168.130.97,192.168.130.98-192.168.130.126,192.168.130.98,192.168.130.126,192.168.130.97,192.168.130.126,192.168.130.127
EWT_827,1245,192.168.130.128/27,192.168.130.128,27,192.168.130.129,192.168.130.130-192.168.130.158,192.168.130.130,192.168.130.158,192.168.130.129,192.168.130.158,192.168.130.159
EWT_828,1246,192.168.130.160/27,192.168.130.160,27,192.168.130.161,192.168.130.162-192.168.130.190,192.168.130.162,192.168.130.190,192.168.130.161,192.168.130.190,192.168.130.191
EWT_829,1247,192.168.130.192/27,192.168.130.192,27,192.168.130.193,192.168.130.194-192.168.130.222,192.168.130.194,192.168.130.222,192.168.130.193,192.168.130.222,192.168.130.223
EWT_830,1248,192.168.130.224/27,192.168.130.224,27,192.168.130.225,192.168.130.226-192.168.130.254,192.168.130.226,192.168.130.254,192.168.130.225,192.168.130.254,192.168.130.255
EWT_841,1249,192.168.131.0/27,192.168.131.0,27,192.168.131.1,192.168.131.2-192.168.131.30,192.168.131.2,192.168.131.30,192.168.131.1,192.168.131.30,192.168.131.31
EWT_842,1250,192.168.131.32/27,192.168.131.32,27,192.168.131.33,192.168.131.34-192.168.131.62,192.168.131.34,192.168.131.62,192.168.131.33,192.168.131.62,192.168.131.63
EWT_844,1251,192.168.131.64/27,192.168.131.64,27,192.168.131.65,192.168.131.66-192.168.131.94,192.168.131.66,192.168.131.94,192.168.131.65,192.168.131.94,192.168.131.95
EWT_848,1252,192.168.131.96/27,192.168.131.96,27,192.168.131.97,192.168.131.98-192.168.131.126,192.168.131.98,192.168.131.126,192.168.131.97,192.168.131.126,192.168.131.127
EWT_850,1253,192.168.131.128/27,192.168.131.128,27,192.168.131.129,192.168.131.130-192.168.131.158,192.168.131.130,192.168.131.158,192.168.131.129,192.168.131.158,192.168.131.159
EWT_851,1254,192.168.131.160/27,192.168.131.160,27,192.168.131.161,192.168.131.162-192.168.131.190,192.168.131.162,192.168.131.190,192.168.131.161,192.168.131.190,192.168.131.191
EWT_852,1255,192.168.131.192/27,192.168.131.192,27,192.168.131.193,192.168.131.194-192.168.131.222,192.168.131.194,192.168.131.222,192.168.131.193,192.168.131.222,192.168.131.223
EWT_853,1256,192.168.131.224/27,192.168.131.224,27,192.168.131.225,192.168.131.226-192.168.131.254,192.168.131.226,192.168.131.254,192.168.131.225,192.168.131.254,192.168.131.255
EWT_855,1257,192.168.132.0/27,192.168.132.0,27,192.168.132.1,192.168.132.2-192.168.132.30,192.168.132.2,192.168.132.30,192.168.132.1,192.168.132.30,192.168.132.31
EWT_856,1258,192.168.132.32/27,192.168.132.32,27,192.168.132.33,192.168.132.34-192.168.132.62,192.168.132.34,192.168.132.62,192.168.132.33,192.168.132.62,192.168.132.63
EWT_857,1259,192.168.132.64/27,192.168.132.64,27,192.168.132.65,192.168.132.66-192.168.132.94,192.168.132.66,192.168.132.94,192.168.132.65,192.168.132.94,192.168.132.95
EWT_863,1260,192.168.132.96/27,192.168.132.96,27,192.168.132.97,192.168.132.98-192.168.132.126,192.168.132.98,192.168.132.126,192.168.132.97,192.168.132.126,192.168.132.127
EWT_864,1261,192.168.132.128/27,192.168.132.128,27,192.168.132.129,192.168.132.130-192.168.132.158,192.168.132.130,192.168.132.158,192.168.132.129,192.168.132.158,192.168.132.159
EWT_865,1262,192.168.132.160/27,192.168.132.160,27,192.168.132.161,192.168.132.162-192.168.132.190,192.168.132.162,192.168.132.190,192.168.132.161,192.168.132.190,192.168.132.191
EWT_901,1263,192.168.132.192/27,192.168.132.192,27,192.168.132.193,192.168.132.194-192.168.132.222,192.168.132.194,192.168.132.222,192.168.132.193,192.168.132.222,192.168.132.223
EWT_903,1264,192.168.132.224/27,192.168.132.224,27,192.168.132.225,192.168.132.226-192.168.132.254,192.168.132.226,192.168.132.254,192.168.132.225,192.168.132.254,192.168.132.255
EWT_904,1265,192.168.133.0/27,192.168.133.0,27,192.168.133.1,192.168.133.2-192.168.133.30,192.168.133.2,192.168.133.30,192.168.133.1,192.168.133.30,192.168.133.31
EWT_906,1266,192.168.133.32/27,192.168.133.32,27,192.168.133.33,192.168.133.34-192.168.133.62,192.168.133.34,192.168.133.62,192.168.133.33,192.168.133.62,192.168.133.63
EWT_907,1267,192.168.133.64/27,192.168.133.64,27,192.168.133.65,192.168.133.66-192.168.133.94,192.168.133.66,192.168.133.94,192.168.133.65,192.168.133.94,192.168.133.95
EWT_908,1268,192.168.133.96/27,192.168.133.96,27,192.168.133.97,192.168.133.98-192.168.133.126,192.168.133.98,192.168.133.126,192.168.133.97,192.168.133.126,192.168.133.127
EWT_909,1269,192.168.133.128/27,192.168.133.128,27,192.168.133.129,192.168.133.130-192.168.133.158,192.168.133.130,192.168.133.158,192.168.133.129,192.168.133.158,192.168.133.159
EWT_910,1270,192.168.133.160/27,192.168.133.160,27,192.168.133.161,192.168.133.162-192.168.133.190,192.168.133.162,192.168.133.190,192.168.133.161,192.168.133.190,192.168.133.191
EWT_911,1271,192.168.133.192/27,192.168.133.192,27,192.168.133.193,192.168.133.194-192.168.133.222,192.168.133.194,192.168.133.222,192.168.133.193,192.168.133.222,192.168.133.223
EWT_912,1272,192.168.133.224/27,192.168.133.224,27,192.168.133.225,192.168.133.226-192.168.133.254,192.168.133.226,192.168.133.254,192.168.133.225,192.168.133.254,192.168.133.255
EWT_913,1273,192.168.134.0/27,192.168.134.0,27,192.168.134.1,192.168.134.2-192.168.134.30,192.168.134.2,192.168.134.30,192.168.134.1,192.168.134.30,192.168.134.31
EWT_914,1274,192.168.134.32/27,192.168.134.32,27,192.168.134.33,192.168.134.34-192.168.134.62,192.168.134.34,192.168.134.62,192.168.134.33,192.168.134.62,192.168.134.63
EWT_915,1275,192.168.134.64/27,192.168.134.64,27,192.168.134.65,192.168.134.66-192.168.134.94,192.168.134.66,192.168.134.94,192.168.134.65,192.168.134.94,192.168.134.95
EWT_916,1276,192.168.134.96/27,192.168.134.96,27,192.168.134.97,192.168.134.98-192.168.134.126,192.168.134.98,192.168.134.126,192.168.134.97,192.168.134.126,192.168.134.127
EWT_917,1277,192.168.134.128/27,192.168.134.128,27,192.168.134.129,192.168.134.130-192.168.134.158,192.168.134.130,192.168.134.158,192.168.134.129,192.168.134.158,192.168.134.159
EWT_918,1278,192.168.134.160/27,192.168.134.160,27,192.168.134.161,192.168.134.162-192.168.134.190,192.168.134.162,192.168.134.190,192.168.134.161,192.168.134.190,192.168.134.191
EWT_919,1279,192.168.134.192/27,192.168.134.192,27,192.168.134.193,192.168.134.194-192.168.134.222,192.168.134.194,192.168.134.222,192.168.134.193,192.168.134.222,192.168.134.223
EWT_920,1280,192.168.134.224/27,192.168.134.224,27,192.168.134.225,192.168.134.226-192.168.134.254,192.168.134.226,192.168.134.254,192.168.134.225,192.168.134.254,192.168.134.255
EWT_921,1281,192.168.135.0/27,192.168.135.0,27,192.168.135.1,192.168.135.2-192.168.135.30,192.168.135.2,192.168.135.30,192.168.135.1,192.168.135.30,192.168.135.31
EWT_922,1282,192.168.135.32/27,192.168.135.32,27,192.168.135.33,192.168.135.34-192.168.135.62,192.168.135.34,192.168.135.62,192.168.135.33,192.168.135.62,192.168.135.63
EWT_923,1283,192.168.135.64/27,192.168.135.64,27,192.168.135.65,192.168.135.66-192.168.135.94,192.168.135.66,192.168.135.94,192.168.135.65,192.168.135.94,192.168.135.95
EWT_925,1284,192.168.135.96/27,192.168.135.96,27,192.168.135.97,192.168.135.98-192.168.135.126,192.168.135.98,192.168.135.126,192.168.135.97,192.168.135.126,192.168.135.127
EWT_926,1285,192.168.135.128/27,192.168.135.128,27,192.168.135.129,192.168.135.130-192.168.135.158,192.168.135.130,192.168.135.158,192.168.135.129,192.168.135.158,192.168.135.159
EWT_928,1286,192.168.135.160/27,192.168.135.160,27,192.168.135.161,192.168.135.162-192.168.135.190,192.168.135.162,192.168.135.190,192.168.135.161,192.168.135.190,192.168.135.191
EWT_929,1287,192.168.135.192/27,192.168.135.192,27,192.168.135.193,192.168.135.194-192.168.135.222,192.168.135.194,192.168.135.222,192.168.135.193,192.168.135.222,192.168.135.223
EWT_930,1288,192.168.135.224/27,192.168.135.224,27,192.168.135.225,192.168.135.226-192.168.135.254,192.168.135.226,192.168.135.254,192.168.135.225,192.168.135.254,192.168.135.255
EWT_941,1289,192.168.136.0/27,192.168.136.0,27,192.168.136.1,192.168.136.2-192.168.136.30,192.168.136.2,192.168.136.30,192.168.136.1,192.168.136.30,192.168.136.31
EWT_942,1290,192.168.136.32/27,192.168.136.32,27,192.168.136.33,192.168.136.34-192.168.136.62,192.168.136.34,192.168.136.62,192.168.136.33,192.168.136.62,192.168.136.63
EWT_944,1291,192.168.136.64/27,192.168.136.64,27,192.168.136.65,192.168.136.66-192.168.136.94,192.168.136.66,192.168.136.94,192.168.136.65,192.168.136.94,192.168.136.95
EWT_948,1292,192.168.136.96/27,192.168.136.96,27,192.168.136.97,192.168.136.98-192.168.136.126,192.168.136.98,192.168.136.126,192.168.136.97,192.168.136.126,192.168.136.127
EWT_950,1293,192.168.136.128/27,192.168.136.128,27,192.168.136.129,192.168.136.130-192.168.136.158,192.168.136.130,192.168.136.158,192.168.136.129,192.168.136.158,192.168.136.159
EWT_951,1294,192.168.136.160/27,192.168.136.160,27,192.168.136.161,192.168.136.162-192.168.136.190,192.168.136.162,192.168.136.190,192.168.136.161,192.168.136.190,192.168.136.191
EWT_952,1295,192.168.136.192/27,192.168.136.192,27,192.168.136.193,192.168.136.194-192.168.136.222,192.168.136.194,192.168.136.222,192.168.136.193,192.168.136.222,192.168.136.223
EWT_953,1296,192.168.136.224/27,192.168.136.224,27,192.168.136.225,192.168.136.226-192.168.136.254,192.168.136.226,192.168.136.254,192.168.136.225,192.168.136.254,192.168.136.255
EWT_955,1297,192.168.137.0/27,192.168.137.0,27,192.168.137.1,192.168.137.2-192.168.137.30,192.168.137.2,192.168.137.30,192.168.137.1,192.168.137.30,192.168.137.31
EWT_956,1298,192.168.137.32/27,192.168.137.32,27,192.168.137.33,192.168.137.34-192.168.137.62,192.168.137.34,192.168.137.62,192.168.137.33,192.168.137.62,192.168.137.63
EWT_957,1299,192.168.137.64/27,192.168.137.64,27,192.168.137.65,192.168.137.66-192.168.137.94,192.168.137.66,192.168.137.94,192.168.137.65,192.168.137.94,192.168.137.95
EWT_963,1300,192.168.137.96/27,192.168.137.96,27,192.168.137.97,192.168.137.98-192.168.137.126,192.168.137.98,192.168.137.126,192.168.137.97,192.168.137.126,192.168.137.127
